史料名,項目番号,題,差出(著述者)・報告者,人物像,人物像２,年,月,日,記述場所,記述番号,記述内容,年,月,日,時刻,記述の性質,被害種別,被害場所,緯度,経度,備考,震度
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,1,一、堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書八月十日江戸着、,1830,,,,言説,情報,×,×,×,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,2,扨又地震に付、早速御きげん御伺御上げ被成候由、申上候処、深き御深切の御事と御悦に思召候、先々御殿御別殿も無御別条、併地震の後二夜計は、裏の藪の内に夜を御明し遊し、誠に誠に此度の地震のやうに、申人は無御座候、…,1830,,,,報告,対応,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,3,…則二条御城の儀は、殊の外の大破に御座候、…,1830,,,,報告,建物被害,二条城,35.014325,135.74765,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,4,…扨又大仏前の大石の石垣、此度の地震に一尺計も、出たり這入たり致候処御座候、…,1830,,,,報告,石造物被害,方広寺,34.992307,135.772069,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,5,…耳塚の上の五輪、十間ほど辰巳の方へ飛び落申候、御案内之通り、耳塚の四方は竹也、近年は小き林に相成居候、五輪塔落ければ、竹や小さき木は折候筈なれど、木も草も損ぜず、左候へば竹や木の上を、ひゞきに踊越候事と被存候、向に家一軒御座候が、角の柱五輪の角にて打折申候、,1830,,,,報告,石造物被害,耳塚,34.991413,135.770352,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,6,一、大仏堂の鐘楼堂、未申の角より石垣崩れ、未申の方へ堂かたむき、石燈灯籠悉く崩申候。,1830,,,,報告,建物被害,方広寺,34.992307,135.772069,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,7,一、清水は無難にて御座候へ共、廿二日の申刻の地震にて、ゆがみ候哉、其後ながしの雨にて、西廻廊下志賀谷越えの通の方へ崩落、通りも留り、又清水参詣道も、余程廻り道に相成申候、…,1830,7,22,,報告,建物被害,清水寺,34.994997,135.785158,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,8,…練塀類は何方も過半崩落、…,1830,,,,報告,塀被害,市中,×,×,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,9,…家も小川筋の家は多潰申候、…,1830,,,,報告,建物被害(倒壊),市中,×,×,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,10,…怪我人死人も、京中にて凡百七八十人計と申事に御座候、多くは石燈籠に当り、又は蔵の下に相成、互に押れ横死致し、怪我人は中々数相知不申由、大地震にて御座候、…,1830,,,,報告,人的被害(死亡),市中,×,×,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,11,…宇治辺は大地われ、土砂吹出候由、又外々承申候侭に申上候、,1830,,,,伝聞,液状化,宇治,34.89056,135.805693,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,12,一、清水舞台は無別条、奥の廊下崩申候由、,1830,,,,伝聞,建物被害,清水寺,34.994997,135.785158,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,12,…音羽の滝も地震後大雨の節、崩申候、,1830,,,,報告,水害,清水寺,34.994997,135.785158,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,13,一、御所方は御無難に被為在候、併二夜計は御庭上に被為在候取沙汰に御座候、扨々恐入候事に御座候、,1830,,,,報告,対応,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,14,一、内侍所は先々下御は無御座候て相済申候、剣璽は下御被為在候由、取沙汰申候、,1830,,,,伝聞,対応,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,15,此度地震に付不思議成事は、北野天満宮は廻廊の外、石燈籠ことごとく折候へ共、廻廊内は燈籠一本も折不申、又神前の品々何も別条なく、殊に八分目計水汲上げ御座候て、其外一滴もこぼれ不申よし、,1830,,,,伝聞,石造物被害,北野天満宮,35.03062,135.735226,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,16,一、清明の社地震以前地中うなり候由、是は土御門さまにては、御秘し被成候由取沙汰に御座候、…,1830,,,,伝聞,鳴動,清明神社,35.027752,135.751094,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,17,…今日に至り愛宕山は殊の外雷鳴候よし、夫故御茶壷持下り居候よし、今に少し宛地震御座候、扨々気味のわるき御事に御座候、,1830,,,,伝聞,鳴動,愛宕山,35.059984,135.63446,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,18,一、八坂の塔根柱の辺、少し損申候計にて無別条、,1830,,,,報告,建物被害,八坂の塔,34.998587,135.779289,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,19,一、御室御所様、嵯峨御所様等は大破のよし、①,1830,,,,伝聞,建物被害,仁和寺,35.029403,135.713789,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,20,一、御室御所様、嵯峨御所様等は大破のよし、②,1830,,,,伝聞,建物被害,大覚寺,35.027967,135.678148,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,21,一、愛宕山損じ、参詣人廻り道不致候ては参がたき由、坊は一軒残り、跡は不残倒申侯よし、,1830,,,,伝聞,建物被害(倒壊),愛宕山,35.059984,135.63446,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,22,一、高雄山も大破に相成申候、,1830,,,,報告,建物被害,高雄山,35.059053,135.665102,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,23,一、大仏の大石二つはみ出、…,1830,,,,報告,石造物被害,方広寺,34.992307,135.772069,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,24,…耳塚の五輪飛落、但し唐輪の目方凡三百貫目と申事に御座候、,1830,,,,報告,石造物被害,耳塚,34.991413,135.770352,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,25,一、珍敷事は南禅寺山内に有之、名高き佐久間氏建立の石燈籠、先年よりゆがみ有之に付、控杭二三本致置候処、此度の地震にて柱をはなれて、元のごとくゆがみ直、立居申候よし、,1830,,,,伝聞,石造物被害,南禅寺,35.01126,135.793419,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,26,一、宇治の宇治橋半分落申候、,1830,,,,報告,橋梁被害,宇治橋,34.892918,135.806336,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,27,一、淀辺は出水にて橋々落、町々往来舟にて通候よし、扨地震今に少し宛震申候、,1830,,,,伝聞,橋梁被害,淀,34.903337,135.718446,,
『宝暦現来集』 巻之十九,9,(堤中務小輔殿女中迄、大地震之御機嫌伺ひの文さし上侯処、返書),堤中務小輔殿女中,女中瀬川,公家,1830,×,×,御所周辺？,28, 委敷は書出しがたく、先あらあら実説の沙汰、御内々申上候、めで度かしく  瀬川,1830,,,,報告,情報,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,1,一、京都地震の儀、七月四日出に申来る、,1830,,,,言説,情報,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,2, 当一昨二日申刻比より大地震にて、誠に不存寄大騒動御座候、一統連々門外え出候間も無御座、 百年計の年代記に見受候而已、眼前に正気を失ひし程の儀、老人子供等も在之故甚当惑仕、乍去 一統の儀には御座候得共、誠に胆を潰申候、,1830,7,2,,報告,対応,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,3,家土蔵は及大破、屋根瓦も散、剰台輪落申候、,1830,,,,報告,建物被害,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,4,二日夜より三日四日、不絶動々と鳴音震ひ申候て、扨々何とらん気も片付不申、及三日如此震通候に付、何時も不被計候と、怖敷事言語尽がたく御座候、,1830,,,,体験,鳴動,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,5,当地の土蔵に不損は一つも無之、,1830,,,,報告,土蔵被害,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,6,其上家屋打倒、怪我人即死人も多、唯今其数も不相分、近辺に大人小人怪我人多、土蔵崩候土に打れ、或は瓦にて頭を打れ、又は土蔵の庇落掛り下に成、往来中路にて家に倒被敷候者、其数不知、,1830,,,,報告,建物・人的被害,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,7,家々崩候ては、多二日三日大通に畳を敷、夜を明申候、今夜は過半外に出居可申、,1830,,,,報告,対応,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,8,今日の風聞、一昨日より一倍厳敷地震有之趣に、世上一統申触候に付、実々安心無之候、,1830,,,,報告,風聞,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,9,禁中始は御涼所え被為在渡御、夫より小御所の御庭え被為在、一統畳を敷、杭を打、幕を張杯して、其外庭に被為成候由、葉室殿の御咄に御座候、,1830,,,,伝聞,対応,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,10,其上今明日の内或は不遠内、京都大火と申触候て、,1830,,,,報告,風聞,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,11,町中は不及申、御築地内何時に不依立退の用意、或は昨日より箪笥長持の類、門戸え出置所も多、昼夜往返の人夥敷、上を下へと騒立申候、,1830,,,,報告,対応,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,12,唯今抔は一命有故に、如此日々苦労致候儀と計存居申候、何卒明日より此上の非常無之様にと祈居申候、酒食も例の腹中故不納様に覚、薄氷を踏と申心持も如此かと存候、申上度儀数多御座候得共、尚跡より可申上候、此段御賢察可被下候、,1830,,,,体験,所感,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,13,一、今日迄及見聞候損所、御所御築地瓦落申候所夥敷、文庫蔵十三戸前大破に及び候、,1830,,,,報告,土蔵被害,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,14,一、二条御城中も、悉く地割申候、,1830,,,,報告,地割・崩壊,二条城,35.014325,135.74765,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,15,一、三日夜より、諸社え御祈祷被仰付候、,1830,7,3,夜,報告,対応,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,16,一、定て無程年号替可有之沙汰仕候、,1830,,,,報告,対応,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,17,一、先月小倉中将殿頓死、又当廿八日父前中納言殿も頓死被致、一ヶ月之内父子頓死も珍敷事也、,1830,6,28,,報告,人的被害,×,×,×,,
『宝暦現来集』 巻之十九,10,おけふさま御返事,おけふさま,？,公家？,1830,7,4,×,18,一、二条殿御庭樹木え、火の鳥と申鳥飛来て啼候由、種々の説口々に申触らし、何もびくびく致居申侯、何事も幸便可申上候、以上、　七月四日,1830,7,,,伝聞,風聞,二条邸,35.029838,135.765738,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,×,1,一、六月廿九日四条通麸屋町角より出火、麸屋町通両側裏表共、四条西え富小路迄、夜九ッ半時より翌朝六ッ時迄焼申候、是等は当地にては珍敷大火に御座候、,1830,6,29,,報告,火災,四条麩屋町,35.003045,135.765229,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,2,一、大坂より七月四日出に申来る、 　　当所近辺七月二日大地震有之、誠に十一ヶ年以前、六月十二日大地震以後の大地震に御座候、尚又夜中も両三度震申候、所々破損所も多御座候、,1830,7,2,,報告,余震,×,×,×,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,3,播州辺より河内大和同様之趣相聞候処、,1830,,,,伝聞,比較,播州・河内大和,×,×,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,4,京都は地面も割、大造の大荒に御座候、,1830,,,,報告,地割・崩壊,市中,×,×,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,5,当二日申の刻より戌の刻迄、二タ時も不止震通し、,1830,7,2,申,報告,余震,×,×,×,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,6,市中は皆々大道え畳を敷、共所にて夜明申候故、大混雑之由、,1830,,,,伝聞,対応,×,×,×,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,7,右故所々堂等は皆大破に成、東寺八坂の塔杯打倒申候、,1830,,,,報告,建物被害(倒壊),東寺,34.981491,135.748808,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,8,右故所々堂等は皆大破に成、東寺八坂の塔杯打倒申候、,1830,,,,報告,建物被害(倒壊),八坂の塔,34.998587,135.779289,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,9,西本願寺は外廻の塀倒、,1830,,,,報告,塀被害,西本願寺,34.991525,135.751147,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,10,誓願寺の堂は横に相成、其外諸堂何も及大破申候、,1830,,,,報告,建物被害,誓願寺,35.007586,135.767734,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,11,人家余程打倒、怪我人即死人等多く、,1830,,,,報告,建物・人的被害,×,×,×,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,12,今日飛脚便に申越候は、今に時々地震不相止、大変に御座候、,1830,,,,伝聞,余震,×,×,×,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,13,船も往来留り誠に珍敷事、,1830,,,,報告,その他被害,×,×,×,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,14,何か神慮の崇りにも御座候哉と、一統心も落付ず、又追々可申上候、,1830,,,,推測,所感,×,×,×,,
『宝暦現来集』 巻之十九,11,(不明),×,×,×,1830,7,4,大阪,15,尚六月廿九日、京都四条辺より綾小路迄焼申候、又々幸便可申上候、以上、  七月四日出す,1830,6,29,,報告,火災,四条,35.003045,135.765229,,
『宝暦現来集』 巻之十九,12,(祭主三位書状),祭主三位,？,公家,1830,7,25,御所周辺,1,一、七月廿五日出、左之通申来る、　 京都は珍敷地震にて、三四日計は居所も不定、藪或は河原などへ出、大騒動致候、町方は往還え出、夜臥致候由、其地の様子は凡三四尺計もうね立、大波の打来るがごとく相見、皆々当惑仕候、,1830,,,,報告,対応,×,×,×,,
『宝暦現来集』 巻之十九,12,(祭主三位書状),祭主三位,？,公家,1830,7,25,御所周辺,2, 家土蔵夥敷損じ、右に付怪我人即死人三百七八十人も有之、怪我人は数不知、,1830,,,,報告,人的被害(死亡),×,×,×,,
『宝暦現来集』 巻之十九,12,(祭主三位書状),祭主三位,？,公家,1830,7,25,御所周辺,3,私方は先家土蔵も格別大破にも無之、怪我人も無之、難有事に御座候、,1830,,,,報告,建物・人的被害,×,×,×,,
『宝暦現来集』 巻之十九,12,(祭主三位書状),祭主三位,？,公家,1830,7,25,御所周辺,4,且又十七日十八日大雨にて、所々大水出申候、近辺人家大きに破損に相成、一躰地震にて損候処水入致、別て大破に及申候、,1830,7,17,,報告,水害,×,×,×,,
『宝暦現来集』 巻之十九,12,(祭主三位書状),祭主三位,？,公家,1830,7,25,御所周辺,5,大雨の節、清水寺轟橋より観音堂迄の廊下石垣等崩打倒、地主権現の拝殿打崩申候、其辺多く石垣の場所は皆倒、,1830,7,17,,報告,水害,清水寺,34.994997,135.785158,,
『宝暦現来集』 巻之十九,12,(祭主三位書状),祭主三位,？,公家,1830,7,25,御所周辺,6, 白川橋は別て大川故、人家床え水上り、此度の地震、六月の大雨、都合三度の荒にて、白川橋迄は眼も当られぬ見苦敷事に御座候、,1830,7,17,,報告,水害,白川橋,35.009311,135.78085,,
『宝暦現来集』 巻之十九,12,(祭主三位書状),祭主三位,？,公家,1830,7,25,御所周辺,7,私方は地高故に、水難は無之候、迫て又々可申上候、以上、   七月廿五日,1830,,,,報告,水害,×,×,×,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,8,一、京都より幸便又々申来る、にごろごろ日々勘考申候に、都合地震三百七十余度震申候、何卒早々相納り候様奉祈候、…,1830,,,,報告,余震,×,×,×,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,9,…怪我人又は即死人等多く、中々相分不申候、,1830,,,,報告,人的被害(死亡),×,×,×,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,10,一、宮城内は目も当られぬ大破損に御座候、且御所は大破損にて、御殿向もゆがみ、塀の土抔は御見分相待、今に其侭に御座候、,1830,,,,報告,建物被害,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,11,二条の御城は尚又言語に絶候位にて、御城内は猶甚敷、北大手の西の方、内外共石姐崩、塀共に御堀え落込申候、西の方御門柱戸計残り、屋根は落散申候、其内の外形石垣崩申候、御城石垣西の方多損、南の方も迫々崩申候、東の方は先塀も崩不申候得共、大破に御座候、迚も御修覆計にては相済がたき趣も御座候、中々言語に難述候、,1830,,,,報告,建物被害,二条城,35.014325,135.74765,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,12,一、町家土蔵沽券状の表にては、先三万五千両計に御座侯、其外天明大変後、出来の分も多御座候、大丈夫成程損つよく御座候、委細の儀は別紙に認め候て、差上申候、,1830,,,,報告,建物被害,×,×,×,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,13,一、禁中御所御殿向余程傾き申候、院中御同様に、小御所も大分ゆがみ申候、御立替に無御座候ては叶問敷候、御修覆にては難相済由、,1830,,,,報告,建物被害,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,14,一、此度の地震に付、密々の儀有之候得共不認め、,1830,,,,報告,対応,×,×,×,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,15,一、此節噂申候には、内侍所の地而障有之候と、専ら風聞申触らし申候、,1830,,,,報告,風聞,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,16,一、此度の大地震は、大外六七里四方と申候、丹波の亀山も厳敷由、,1830,,,,報告,全般,亀山,35.009972,135.580537,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,17,愛宕山も坊一ケ所残り、其余は皆谷え落込、潰家抔にて、右五十町の内茶屋計三軒、其外は無之、,1830,,,,報告,建物被害(倒壊),愛宕山,35.059984,135.63446,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,18,明後晦日には又々大地震と申候、是は建暦弘仁等の節例も有之、定て震り直も可有之哉と、専ら沙汰致候故、一統騒動致申候、,1830,,,,報告,風聞,×,×,×,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,19,一、十四五日比より雨降り、清水音羽の滝の上の山も崩、十七八日音羽川え水溢、五条通建仁寺町辺は大出水にて,1830,7,17,,報告,水害,音羽の滝,34.994584,135.785367,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,20,宮城内は誠に妖物屋敷の様に相成申候、公儀御見分御座候迄は、其侭にとの事にて、築地御斟の土迄も、下溝へ落込浬候間、水は外え溢れ流れ申候、,1830,,,,報告,建物被害,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,21,一、廿日比迄は、駕輿丁十二人宛、長六人、内侍所え非常御手当に相詰居申候、先此節は御免に相成申候、,1830,7,20,,報告,対応,禁裏御所,35.024997,135.762327,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,22,一、去る朔日夜、丑寅より辰巳之方へ光り物通り、其光りの内に、燃候様なる火相見得申候、,1830,,,,報告,風聞,×,×,×,,
『宝暦現来集』 巻之十九,13,(祭主三位書状２),祭主三位,？,公家,1830,7,27,御所周辺,23,一、昨廿六日の夜は、丑寅の力へ石筒の様成音致ける、尤丑の刻也、禁中奥向え相聞、修理職より有栖川宮迄尋に被参候処、有栖川宮にても、其音聞候者有之候得共、又地震と而已心得候て不心付、,1830,,,,報告,鳴動,禁裏御所,35.024997,135.762327,,
『甲子夜話』続編四十九,1,(前書),松浦静山,平戸藩第9代藩主,武家,1830,7,×,江戸本所？,1,七月の半ば或人云。京師大に地震、屋宇多く破壊に及びしと。 予問ふ。 皇居は何かに。答ふ。禁廷も亦同じと。 予歎じて、うたての変かな、聞にも忍びずと云たるに、又やごとなき方より斯と言贈りぬ。此度、京地震沙汰、様々之風聞に候中、別紙先得実候哉と聞へ候。因て上申候。如例追々御編録候得かしと存候。,1830,×,×,,言説,建物被害,禁裏御所,35.024997,135.762327,,
『甲子夜話』続編四十九,2,(大木三七郎書状),大木三七郎,京都詰御普請役,武家,1830,7,4,寺町役宅？,1,当月二日七ッ半時頃、京地一躰大地震に而、御所向御築地屋根石垣迄破れ、其外堂上方囲筋塀過半崩倒、禁裏仙洞内ひさし惣体物置等は崩落、其外堂上方にも玄関座敷向天井落候場所も有之,1830,7,2,七半,報告,建物被害,禁裏御所,35.024997,135.762327,,
『甲子夜話』続編四十九,2,(大木三七郎書状),大木三七郎,京都詰御普請役,武家,1830,7,4,寺町役宅？,2,寺町御役宅二条御城内外囲共崩落、石垣崩れ候場所、西御門崩、其外御番衆御長屋向等悉大破崩倒候場所も有之候。,1830,7,2,七半,報告,建物被害,二条城,35.014325,135.74765,,
『甲子夜話』続編四十九,2,(大木三七郎書状),大木三七郎,京都詰御普請役,武家,1830,7,4,寺町役宅？,3,其外諸司代屋敷組共、何れも外囲土塀杯過半崩倒、組之者囲杯は八百間余も崩候所有之趣に御坐候。,1830,7,2,七半,報告,建物被害,所司代屋敷,35.016571,135.749753,,
『甲子夜話』続編四十九,2,(大木三七郎書状),大木三七郎,京都詰御普請役,武家,1830,7,4,寺町役宅？,4,其外町方に而も長屋土蔵塀高き古二階杯は悉く崩候様子御座候得共、表通に而建込候堅き家居は格別之痛も無之様子に御坐候。,1830,7,2,七半,報告,建物被害,市中,×,×,,
『甲子夜話』続編四十九,2,(大木三七郎書状),大木三七郎,京都詰御普請役,武家,1830,7,4,寺町役宅？,5,町方に而は昨日迄は又々ゆり直し有之杯中、外え畳を出し、戸障子に而屋根を拵、夜通し外に居候ものも相見え中候。,1830,7,×,×,報告,対応,市中,×,×,,
『甲子夜話』続編四十九,2,(大木三七郎書状),大木三七郎,京都詰御普請役,武家,1830,7,4,寺町役宅？,6,怪我人も余程有之候由に御坐候得共、夜分に而も候はゞ、大造之怪我人も可有之奉存候。,1830,7,×,×,報告,人的被害,市中,×,×,,
『甲子夜話』続編四十九,2,(大木三七郎書状),大木三七郎,京都詰御普請役,武家,1830,7,4,寺町役宅？,7,定而江戸表に而も地震有之候儀と奉存候。未信州之沙汰も無之候得共、浅間山焼に而も可有之哉、,1830,×,×,×,推測,所感,×,×,×,,
